person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_grade_encoded,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_to_income_ratio,emp_to_age_ratio,high_risk_indicator
0.0975609756097561,0.403723060661225,1.0,1.0,0.6215438780876763,1,0.59,1,3,3,0,0,1,0,0,0,1,0,0.7122510721338636,0.9565217391304348,1
0.04878048780487805,0.041106347994597454,0.3448275862068966,0.014492753623188406,0.28378114383180686,0,0.1,0,2,1,0,1,0,1,0,0,0,0,0.1179235472373609,0.3448275862068966,0
0.24390243902439024,0.041106347994597454,0.06896551724137931,0.14492753623188406,0.47482067701132635,1,0.57,0,3,2,0,0,0,0,0,1,0,0,0.6875768247103626,0.0583554376657825,0
0.14634146341463414,0.451435786012097,0.27586206896551724,1.0,0.47482067701132635,1,0.53,0,2,2,0,0,1,0,0,1,0,0,0.6407096763516849,0.25287356321839083,0
0.1951219512195122,0.3699571319513771,0.5517241379310345,1.0,0.47482067701132635,1,0.55,1,4,2,0,0,1,0,0,1,0,0,0.7732109775331015,0.4855172413793104,0
0.04878048780487805,0.04330847378002232,0.13793103448275862,0.057971014492753624,0.0,1,0.25,0,2,0,0,1,0,0,0,0,0,1,0.2982178505453143,0.13793103448275862,0
0.2926829268292683,0.5365846497151917,0.5517241379310345,1.0,0.28378114383180686,1,0.45,0,3,1,0,0,1,1,0,0,0,0,0.5430085264498127,0.4495530012771392,0
0.1951219512195122,0.5502084679076868,0.3448275862068966,1.0,0.28378114383180686,1,0.44,0,4,1,0,0,1,0,0,1,0,0,0.5300404423147043,0.303448275862069,0
0.1951219512195122,0.579893123495214,0.5517241379310345,1.0,0.0,1,0.42,0,2,0,0,0,1,0,0,0,1,0,0.503793103330184,0.4855172413793104,0
0.04878048780487805,0.04404251570849727,0.41379310344827586,0.03188405797101449,0.6215438780876763,1,0.16,0,3,3,0,1,0,0,0,0,0,1,0.1857755820652562,0.41379310344827586,1
0.0975609756097561,0.5945739620647131,0.41379310344827586,1.0,0.28378114383180686,1,0.41,0,4,1,0,0,1,0,0,0,0,1,0.4917352404287947,0.39580209895052476,0
0.04878048780487805,0.04404251570849727,0.13793103448275862,0.11594202898550725,0.0,1,0.45,0,2,0,0,1,0,0,1,0,0,0,0.53820107639522,0.13793103448275862,0
0.14634146341463414,0.6679781549122086,0.13793103448275862,1.0,0.0,1,0.37,0,2,0,0,0,1,0,0,0,0,1,0.43906141828062034,0.12643678160919541,0
0.2926829268292683,0.7645780726995126,0.27586206896551724,1.0,0.7490450698808627,1,0.32,0,4,4,0,0,1,1,0,0,0,0,0.38458569947981797,0.2247765006385696,1
0.14634146341463414,0.8147865406071995,0.13793103448275862,1.0,0.0,0,0.3,0,4,0,0,0,1,1,0,0,0,0,0.36119576814853654,0.12643678160919541,0
0.14634146341463414,1.0,0.4827586206896552,0.855072463768116,0.28378114383180686,0,0.06,0,3,1,0,0,0,0,0,0,0,0,0.25131602938698994,0.442528735632184,0
0.14634146341463414,0.8514886370309472,0.0,1.0,0.0,0,0.29,0,4,0,0,0,1,1,0,0,0,0,0.34578485822656163,0.0,0
0.14634146341463414,0.6467716835985672,0.4827586206896552,1.0,0.8729123659809079,1,0.32,0,4,5,0,0,1,0,0,1,0,0,0.4531040919415473,0.442528735632184,1
0.14634146341463414,0.8001057020377004,0.5517241379310345,1.0,0.6215438780876763,1,0.31,0,4,3,0,0,1,0,0,0,0,0,0.3677419953720303,0.5057471264367817,1
0.1951219512195122,0.04991485113629691,0.5517241379310345,0.036231884057971016,0.28378114383180686,1,0.16,0,2,1,0,0,0,1,0,0,0,0,0.18825111235748454,0.4855172413793104,0
0.24390243902439024,1.0,0.13793103448275862,1.0,0.0,0,0.22,0,4,0,0,0,1,0,0,0,0,1,0.29464637928129855,0.116710875331565,0
0.24390243902439024,0.9762757648716894,0.6206896551724138,0.9942028985507246,0.7490450698808627,0,0.25,1,2,4,0,0,1,0,0,0,1,0,0.30002779366782184,0.5251989389920424,1
0.0975609756097561,0.44776557636972225,0.27586206896551724,0.9710144927536232,0.6215438780876763,1,0.52,0,4,3,0,0,1,1,0,0,0,0,0.6270085617038316,0.2638680659670165,1
0.1951219512195122,0.05123612660755182,0.0,0.028985507246376812,0.0,0,0.14,0,3,0,0,1,0,0,0,0,1,0,0.1573531001407745,0.0,0
0.0975609756097561,0.5578718656409654,0.20689655172413793,0.9695652173913043,0.6215438780876763,1,0.42,1,4,3,0,0,1,0,0,0,1,0,0.5070600305600292,0.19790104947526238,1
0.1951219512195122,0.4679223677256445,0.5517241379310345,0.9420289855072463,0.47482067701132635,1,0.49,0,3,2,0,0,1,0,1,0,0,0,0.5833037988561887,0.4855172413793104,0
0.04878048780487805,0.051382934993246816,0.20689655172413793,0.11811594202898551,0.7490450698808627,1,0.42,1,3,4,0,0,0,0,0,0,0,1,0.49677174712445615,0.20689655172413793,1
0.14634146341463414,0.051382934993246816,0.0,0.02608695652173913,0.0,0,0.13,0,3,0,0,1,0,0,0,0,1,0,0.14600342596532298,0.0,0
0.1951219512195122,0.44776557636972225,0.41379310344827586,0.927536231884058,0.28378114383180686,1,0.5,0,3,1,0,0,1,0,1,0,0,0,0.5989640926590069,0.3641379310344828,0
0.04878048780487805,0.054238358095014386,0.3448275862068966,0.10144927536231885,0.47482067701132635,1,0.35,1,2,2,1,0,0,1,0,0,0,0,0.4181529045670113,0.3448275862068966,0
0.04878048780487805,0.055199953021316576,0.3448275862068966,0.043478260869565216,0.28378114383180686,1,0.17,0,3,1,0,1,0,0,0,1,0,0,0.20231662538150927,0.3448275862068966,0
0.24390243902439024,0.8514886370309472,0.13793103448275862,0.9130434782608695,0.0,0,0.27,0,2,0,0,0,1,0,0,0,0,1,0.31540335009466813,0.116710875331565,0
0.2926829268292683,0.6679781549122086,0.4827586206896552,0.8855072463768116,0.47482067701132635,1,0.33,1,3,2,0,0,1,0,1,0,0,0,0.3885321731770502,0.3933588761174968,0
0.24390243902439024,1.0,0.13793103448275862,0.6884057971014492,0.47482067701132635,0,0.08,0,3,2,0,0,1,0,0,0,0,0,0.20148612700853502,0.116710875331565,0
0.2926829268292683,1.0,0.6896551724137931,0.21159420289855072,0.47482067701132635,0,0.03,0,4,2,0,0,0,0,0,1,0,0,0.05892927585625971,0.561941251596424,0
0.04878048780487805,0.05872335427799636,0.3448275862068966,0.057971014492753624,0.0,1,0.21,0,4,0,0,1,0,1,0,0,0,0,0.2445131644535835,0.3448275862068966,0
0.0975609756097561,0.32297844852898,0.06896551724137931,0.855072463768116,0.7490450698808627,1,0.63,0,2,4,0,0,1,1,0,0,0,0,0.750871633318474,0.06596701649175413,1
0.1951219512195122,0.4404251570849727,0.5517241379310345,0.855072463768116,0.6215438780876763,1,0.47,1,3,3,0,0,1,0,0,0,0,0,0.56098720749414,0.4855172413793104,1
0.24390243902439024,0.5211697692172177,0.27586206896551724,0.855072463768116,0.6215438780876763,1,0.4,1,4,3,0,0,1,0,1,0,0,0,0.47743806013143314,0.23342175066313,1
0.14634146341463414,0.49547830172059426,0.20689655172413793,0.855072463768116,0.6215438780876763,1,0.42,0,4,3,0,0,1,0,0,0,0,0,0.5012333671997692,0.18965517241379312,1
0.2926829268292683,0.4261113394797111,0.41379310344827586,0.855072463768116,0.7490450698808627,1,0.41,0,2,4,0,0,1,0,0,1,0,0,0.5788892847072319,0.3371647509578544,1
0.1951219512195122,0.05872335427799636,0.27586206896551724,0.057971014492753624,0.28378114383180686,1,0.21,0,3,1,0,1,0,0,0,0,0,1,0.2445131644535835,0.2427586206896552,0
0.2926829268292683,1.0,0.6896551724137931,0.5652173913043478,0.0,0,0.07,0,4,0,0,0,0,0,0,0,0,1,0.16465532959837273,0.561941251596424,0
0.14634146341463414,1.0,0.06896551724137931,0.6884057971014492,0.8729123659809079,0,0.08,1,2,5,0,1,0,1,0,0,0,0,0.20148612700853502,0.06321839080459771,1
0.2926829268292683,1.0,0.6206896551724138,0.2753623188405797,0.28378114383180686,0,0.03,0,4,1,0,1,0,0,1,0,0,0,0.07799462980975551,0.5057471264367817,0
0.2926829268292683,1.0,0.0,0.7101449275362319,0.6215438780876763,0,0.08,0,3,3,0,0,0,1,0,0,0,0,0.20798567949268132,0.0,1
0.24390243902439024,1.0,0.6206896551724138,0.5072463768115942,0.7490450698808627,0,0.06,0,3,4,0,0,0,0,1,0,0,0,0.1473231896406493,0.5251989389920424,1
0.2926829268292683,0.5629367549474426,0.5517241379310345,0.855072463768116,0.0,1,0.37,0,3,0,0,0,1,0,0,0,1,0,0.44315955597568174,0.4495530012771392,0
0.0975609756097561,0.45730812143989663,0.27586206896551724,0.855072463768116,0.28378114383180686,1,0.38,0,3,1,0,0,1,0,0,1,0,0,0.5412254799196619,0.2638680659670165,0
0.2926829268292683,0.6241411709436843,0.0,0.855072463768116,0.0,1,0.34,0,3,0,0,0,1,0,0,0,0,0,0.4008434074694929,0.0,0
0.1951219512195122,0.5431910270714663,0.27586206896551724,0.855072463768116,0.6215438780876763,1,0.38,1,4,3,0,0,1,0,0,0,0,0,0.45874174743488333,0.2427586206896552,1
0.14634146341463414,0.5431910270714663,0.4827586206896552,0.855072463768116,0.8729123659809079,1,0.38,1,3,5,0,0,1,0,0,0,0,0,0.45874174743488333,0.442528735632184,1
0.14634146341463414,0.645986258735099,0.41379310344827586,0.855072463768116,0.47482067701132635,1,0.33,1,3,2,0,0,1,0,0,0,1,0,0.3875972420322694,0.37931034482758624,0
0.14634146341463414,0.6826589934817077,0.4827586206896552,0.855072463768116,0.28378114383180686,1,0.31,0,2,1,0,0,1,0,0,0,0,1,0.3671876388693044,0.442528735632184,0
0.24390243902439024,0.8514886370309472,0.6206896551724138,0.855072463768116,0.0,0,0.25,0,4,0,0,0,1,1,0,0,0,0,0.29514901134007254,0.5251989389920424,0
0.2926829268292683,1.0,0.27586206896551724,0.2753623188405797,0.47482067701132635,0,0.04,1,3,2,0,0,1,0,0,0,1,0,0.07799462980975551,0.2247765006385696,0
