Target_Default,Risc_Tinar_Scor_Mic,Istoric_Bancar_Encoded,Varsta_Normalized,Venit_Anual_Normalized,Scor_Credit_Normalized,Raport_Venit_Varsta_Normalized,Scor_Ponderat_Venit_Normalized
1,0,2,0.45714285714285713,0.06818555852705205,0.3679417122040073,0.02613541642033458,0.04326731410900495
1,0,2,0.6135338345864662,0.5027772063361449,0.4644808743169399,0.12556891536697576,0.3448338557633937
0,0,2,0.3368421052631579,0.5027772063361449,0.4262295081967213,0.19668258557757398,0.3301884066685745
0,0,2,0.16842105263157894,0.631259000205719,0.6265938069216758,0.3585447541961054,0.5072576900515561
0,0,1,0.5052631578947369,0.5689055749845711,0.970856102003643,0.16571337218313456,0.6055221684918659
0,0,2,0.08421052631578947,0.0,0.8469945355191257,0.03265051310627252,0.024791529072902267
0,0,2,0.24060150375939848,0.38778029212096277,0.9836065573770492,0.1899473489430638,0.4264341210412606
1,0,1,0.45714285714285713,0.27559144209010494,0.3861566484517304,0.08934653791274774,0.1737664342158547
0,0,2,0.21654135338345865,0.48060069944455874,0.8415300546448088,0.2454303861397517,0.4687005800832512
0,0,2,0.2646616541353383,0.6899814852910924,0.7923497267759563,0.30855972287094896,0.6372503070830838
0,0,1,0.12030075187969924,0.29071178769800454,0.5136612021857924,0.2045679607680168,0.213969679178956
0,0,2,0.12030075187969924,0.5971816498662826,0.8415300546448088,0.39137369027272323,0.576444862399582
0,0,1,0.27669172932330827,0.3844065007200165,0.7395264116575592,0.17342544034936583,0.3487830078448095
1,0,2,0.6255639097744361,0.330384694507303,0.15846994535519127,0.08150502336696704,0.14675302835194629
1,0,1,0.42105263157894735,0.4714770623328533,0.07832422586520947,0.15842615831889167,0.18396332668225768
0,0,2,0.4691729323308271,0.28052869779880685,0.8378870673952641,0.088965131125987,0.2829380571689772
0,0,1,0.27669172932330827,0.3796029623534252,0.5045537340619308,0.17142586461517936,0.27397668289389415
0,0,2,0.02406015037593985,0.24706850442295825,0.7650273224043715,0.2558152395673311,0.2366047526955071
0,0,2,0.25263157894736843,0.8976753754371528,0.6411657559198543,0.4077893740702839,0.7247620371204377
0,0,2,0.6255639097744361,0.5007508743056984,0.936247723132969,0.12304304381048378,0.5234605238239836
1,1,2,0.012030075187969926,0.3495474182267023,0.03278688524590164,0.36220968293552264,0.12045024879780375
1,0,1,0.27669172932330827,0.5375128574367414,0.04007285974499089,0.23715924078483874,0.19590483530790528
0,0,2,0.5172932330827068,0.47038675169718164,0.7504553734061931,0.13515918883727823,0.4263549768168803
1,0,2,0.34887218045112783,0.4480353836659124,0.052823315118397086,0.17226499587799735,0.16537719633331696
0,0,2,0.44511278195488724,0.6198415963793458,0.19489981785063754,0.19809865569540147,0.2994054078060857
0,0,2,0.012030075187969926,0.6493314132894467,0.6666666666666666,0.6314966237320369,0.5406271106893856
0,0,0,0.24060150375939848,0.3843550709730508,0.5100182149362478,0.18840896240531738,0.27896362983557615
0,0,2,0.3849624060150376,0.37503600082287597,0.23132969034608378,0.13601179411643763,0.1894101559605307
1,0,2,0.13233082706766916,0.4369059864225468,0.41530054644808745,0.2829779175080825,0.2838206200645579
1,0,1,0.25263157894736843,0.019944455873277103,0.20036429872495445,0.023677934925785342,0.0036104686949910794
1,0,2,0.5172932330827068,0.1817938695741617,0.2459016393442623,0.0544140787401504,0.09179627198766031
0,0,1,0.2887218045112782,0.7746862785435096,0.6575591985428051,0.32749380071585293,0.636748632005056
1,0,1,0.5774436090225564,0.831896729068093,0.33697632058287796,0.21714175033444905,0.4896164499224402
1,0,1,0.31278195488721805,0.442264966056367,0.2331511839708561,0.18290785509855473,0.2248515359643382
0,0,2,0.4932330827067669,0.6121065624357128,0.47358834244080145,0.18130131435773475,0.42257771141949857
0,0,2,0.324812030075188,0.5575293149557704,0.936247723132969,0.22218930263306338,0.5795161922545949
1,0,0,0.18045112781954886,1.0,0.4907318118504232,0.5378825340662633,0.6982758332969955
1,1,2,0.16842105263157894,0.7238119728450936,0.18761384335154827,0.4079076744788014,0.3468668917403321
0,0,0,0.5533834586466165,0.4671775354865254,0.8779599271402551,0.12718692405362916,0.46937936905685396
0,0,2,0.6015037593984962,0.2969245011314544,0.40619307832422585,0.07599410405816664,0.19193900355625043
0,0,1,0.5172932330827068,0.5027772063361449,0.8925318761384335,0.14422168132385396,0.5087234051577981
0,0,2,0.649624060150376,0.5353528080641843,0.8597449908925319,0.12736460911033815,0.5266716784688538
1,0,2,0.6135338345864662,0.3378934375642872,0.01639344262295082,0.08478496726222497,0.11147863218220738
0,0,2,0.6736842105263158,0.20090516354659535,0.7358834244080146,0.0463361375902931,0.19099173052639143
0,0,1,0.02406015037593985,0.36048138243159844,0.5482695810564663,0.3525968459753342,0.2731905926160834
1,0,2,0.4330827067669173,0.2710039086607694,0.41894353369763204,0.09182272133474055,0.17841091771121492
1,0,2,0.6015037593984962,0.8405677844065007,0.11839708561020036,0.21244159830924655,0.3618655830661301
1,1,0,0.07218045112781955,0.6748611396831927,0.20218579234972678,0.514619284951378,0.3301894546059718
1,0,2,0.24060150375939848,0.49185352808064187,0.02185792349726776,0.23669027683771354,0.17123142375020364
0,0,2,0.0962406015037594,0.7979428101213742,0.7140255009107468,0.5545460244919039,0.6881107759652064
0,0,2,0.45714285714285713,1.0,0.9089253187613844,0.3101246401417788,0.9968473801440315
0,0,2,0.20451127819548873,0.31631351573750255,0.424408014571949,0.17280691144682395,0.20895045826052872
0,0,1,0.03609022556390978,0.8068298703970377,0.5701275045537341,0.6977697790037856,0.6113417515974184
1,0,2,0.2887218045112782,0.6043612425426866,0.020036429872495445,0.25828048584493646,0.21298521684694105
1,0,0,0.15639097744360902,0.28011725982308167,0.3788706739526412,0.17732611164239342,0.17486751700964576
1,0,0,0.5894736842105263,0.45434067064390043,0.023679417122040074,0.11747611113960342,0.15767471923386797
0,0,2,0.0962406015037594,0.31336144826167456,0.7595628415300546,0.23645324661810696,0.29309280758147777
0,0,1,0.3007518796992481,0.20903106356716725,0.7941712204007286,0.09497607292393814,0.20884618848950556
0,0,1,0.6255639097744361,0.6840259205924707,0.6848816029143898,0.16772845395735217,0.5778244969339099
1,1,1,0.012030075187969926,0.8862991154083522,0.03460837887067395,0.8443575790269451,0.328632768553295
1,0,2,0.22857142857142856,0.2057807035589385,0.12568306010928962,0.11157965878670108,0.08219731513448655
0,0,0,0.324812030075188,0.5027772063361449,0.3825136612021858,0.20142349692494718,0.3134507505602098
0,0,1,0.5533834586466165,0.359648220530755,0.18214936247723132,0.09851166462735082,0.16729816538597908
1,1,2,0.07218045112781955,0.3932832750462868,0.23861566484517305,0.3143807219019884,0.20111868564697538
1,0,2,0.5172932330827068,0.37163135157375027,0.692167577413479,0.10752851549221197,0.323847038067324
1,1,2,0.08421052631578947,0.3157580744702736,0.23861566484517305,0.24821385455469458,0.1605928630972089
1,0,2,0.5533834586466165,0.5034766508948776,0.03460837887067395,0.13686694993035925,0.18051752138852706
0,0,1,0.40902255639097745,0.32254680106973876,0.9744990892531876,0.11291217220328106,0.3575798933748649
0,0,2,0.15639097744360902,0.5491359802509772,0.4116575591985428,0.32543504676903906,0.3541845013552077
1,1,2,0.1924812030075188,0.48316190084344784,0.2786885245901639,0.2621330324633113,0.26292164197817647
0,0,1,0.42105263157894735,0.44434272783377904,0.8524590163934426,0.14968832500879745,0.4389500864922617
0,0,2,0.5894736842105263,0.30678872659946516,0.7358834244080146,0.07988972390501263,0.2814009825161626
1,0,2,0.4691729323308271,0.3748405677844065,0.366120218579235,0.11720430262668169,0.22943416620237225
1,1,2,0.03609022556390978,0.6488891174655421,0.06739526411657559,0.5694081086320334,0.25252116272147346
1,1,2,0.012030075187969926,0.5965439210039086,0.3406193078324226,0.584079208046063,0.3527951359736199
1,1,2,0.06015037593984962,0.29238839744908457,0.10200364298724955,0.2539047800145016,0.11520928931630321
1,0,2,0.637593984962406,0.5139271754782967,0.03460837887067395,0.12424276426696028,0.18456086308124037
0,0,2,0.4932330827067669,0.6480662415140918,0.49544626593806923,0.19170349152302904,0.45748505504041664
1,1,1,0.03609022556390978,0.15006171569635876,0.21493624772313297,0.1640009079580839,0.07047122002119328
0,0,2,0.637593984962406,0.6052766920386752,0.5143198972973337,0.1462015517298706,0.4363138385713648
0,0,2,0.3368421052631579,0.35717959267640403,0.4007285974499089,0.14266229997968743,0.22859801196295393
0,0,1,0.20451127819548873,0.6108722485085374,0.9562841530054644,0.31644324441077837,0.6412936612512423
0,0,1,0.3007518796992481,0.3364739765480354,0.936247723132969,0.14555943417135578,0.36127482083389373
0,0,0,0.5172932330827068,0.12219707879037235,0.6102003642987249,0.03773955302810854,0.10751545770038123
1,0,2,0.3969924812030075,0.15868134128780087,0.09836065573770492,0.06061526608768848,0.056917247627357455
0,0,2,0.10827067669172932,0.5033840773503394,0.9089253187613844,0.347195057703588,0.5155881311608428
0,0,2,0.42105263157894735,0.5469245011314544,0.9744990892531876,0.18272183964168967,0.5848162603954766
0,1,1,0.15639097744360902,0.3074573133100185,0.29326047358834245,0.1923782470544384,0.17006887443788768
1,0,0,0.3609022556390977,0.6248611396831928,0.2877959927140255,0.23120217141007485,0.34500237407722256
1,0,2,0.5654135338345865,0.15168689570047314,0.3406193078324226,0.042135161849344835,0.09003402802434109
0,0,2,0.16842105263157894,0.5027772063361449,0.5143198972973337,0.2900192777289841,0.36391591604068835
0,0,2,0.08421052631578947,0.24436329973256532,0.5792349726775956,0.19947370363302225,0.1950762661391716
1,0,0,0.15639097744360902,0.3594013577453199,0.3825136612021858,0.22097617174624695,0.22476418289701297
0,0,2,0.2646616541353383,0.5032400740588356,0.7377049180327869,0.22888123274137817,0.449839989939801
1,0,1,0.6736842105263158,0.3164883768771858,0.19672131147540983,0.07299388785151179,0.1501310545518783
1,0,2,0.4691729323308271,0.4143797572515943,0.1366120218579235,0.12904325728353308,0.17909619391632423
1,0,1,0.24060150375939848,0.5027772063361449,0.9854280510018215,0.24159648255268865,0.5442909243880731
1,0,1,0.18045112781954886,0.37481999588562026,0.5701275045537341,0.2145483741754034,0.2901489393501241
1,0,2,0.5293233082706766,0.6654083521909072,0.21129326047358835,0.1863953346906967,0.3299506246829678
0,0,1,0.20451127819548873,0.5027772063361449,0.03278688524590164,0.2637326174904237,0.1795495016932922
0,0,1,1.0,0.6024891997531372,0.785063752276867,0.097215333793593,0.5559815892369844
0,0,2,0.6255639097744361,0.7900534869368443,0.6357012750455373,0.1935796834889449,0.6365186097463668
1,0,1,0.27669172932330827,0.0,0.331511839708561,0.013408000653397128,0.0
1,0,1,0.3007518796992481,0.3295618185558527,0.2040072859744991,0.1428159298325128,0.1585496845833189
0,0,2,0.2887218045112782,0.5027772063361449,0.331511839708561,0.21700077706631632,0.293923485100451
0,0,2,0.5293233082706766,0.4517280394980457,0.8743169398907104,0.12757421711172337,0.4534551868285248
1,0,2,0.48120300751879697,0.5698415963793458,0.2641165755919854,0.17227748927993514,0.3043158553177708
0,0,1,0.3368421052631579,0.36924501131454435,0.2040072859744991,0.14713886621114777,0.17837935483484632
0,0,2,0.16842105263157894,0.5113042583830487,0.8652094717668488,0.2945671618048182,0.5062775317481367
0,0,1,0.5293233082706766,0.46146883357333884,0.5500910746812386,0.13025562648629194,0.3474507301004798
1,1,1,0.0,0.73372762806007,0.21311475409836064,0.7475275162662016,0.3653986915254051
1,0,2,0.2887218045112782,0.5458341904957827,0.29143897996357016,0.2344974215526776,0.30260285193667563
0,0,1,0.07218045112781955,0.5629500102859494,0.7285974499089253,0.43503588528097215,0.49704414286580434
1,1,1,0.0962406015037594,0.4087636288829459,0.3588342440801457,0.2990779099616884,0.24771381228896228
0,0,2,0.27669172932330827,0.3931804155523555,0.47176684881602915,0.17707777033065292,0.27331790453440014
1,1,2,0.0,0.4045052458341905,0.08378870673952642,0.4353674827795988,0.15783688754608743
0,0,0,0.5172932330827068,0.574645134745937,0.7249544626593807,0.16432953619959378,0.5054042131574529
1,1,1,0.08421052631578947,0.40689158609339643,0.14025500910746813,0.3104293475911471,0.17685260985066145
0,0,1,0.27669172932330827,0.5531063567167249,0.22404371584699453,0.24365036886412508,0.2785976626504882
0,1,2,0.12030075187969924,0.9204484673935405,0.13479052823315119,0.588417840864229,0.40806417768227693
1,0,2,0.6015037593984962,0.6727010903106356,0.24772313296903462,0.1703092102484435,0.3517001162461984
0,0,1,0.1924812030075188,0.4264246039909484,0.726775956284153,0.23365236425946456,0.3805287368137663
0,0,1,0.08421052631578947,0.7406089282040732,0.9180327868852459,0.5382532139652628,0.7504066620873467
0,0,0,0.40902255639097745,0.4095453610368237,0.9089253187613844,0.14146631789384775,0.42465115536345593
1,0,2,0.40902255639097745,0.07421312487142563,0.2495446265938069,0.03140558206289898,0.03539240140593277
1,0,0,0.3849624060150376,0.5027772063361449,0.08925318761384335,0.17961530472703038,0.2011689741665966
0,0,2,0.0481203007518797,0.10864019749022835,0.46083788706739526,0.12365519457857498,0.0790861886092698
